LebwohlLasher.py: Size: 20, Steps: 1000, Exp. reps: 1, T*: 0.650: Order: 0.841, Mean ratio : 0.403, Time: 2.216371 s ± 0.000000 s
         9340042 function calls (8830136 primitive calls) in 12.535 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   822/48    0.007    0.000    2.589    0.054 <frozen importlib._bootstrap>:911(_load_unlocked)
   729/48    0.004    0.000    2.585    0.054 <frozen importlib._bootstrap_external>:989(exec_module)
   653/68    0.003    0.000    2.462    0.036 {built-in method builtins.__import__}
18464/17469    0.030    0.000    2.419    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
    29/27    0.001    0.000    2.380    0.088 base.py:847(compile_subroutine)
    12/11    0.001    0.000    2.378    0.216 base.py:809(_compile_subroutine_no_cache)
       48    0.002    0.000    2.367    0.049 codegen.py:739(finalize)
  359/255    0.002    0.000    2.359    0.009 base.py:1189(__call__)
  359/255    0.002    0.000    2.356    0.009 base.py:1218(wrapper)
  275/170    0.000    0.000    2.348    0.014 codegen.py:565(_ensure_finalized)
    26/24    0.000    0.000    2.234    0.093 base.py:876(compile_internal)
  156/128    0.002    0.000    2.023    0.016 lowering.py:900(lower_call)
  143/120    0.002    0.000    2.010    0.017 lowering.py:1142(_lower_call_normal)
    12/11    0.000    0.000    1.965    0.179 compiler.py:811(compile_internal)
       35    0.001    0.000    1.936    0.055 cpu.py:225(get_executable)
       35    0.001    0.000    1.925    0.055 codegen.py:975(get_pointer_to_function)
       48    0.001    0.000    1.390    0.029 codegen.py:781(_finalize_final_module)
       48    0.001    0.000    1.173    0.024 codegen.py:996(_finalize_specific)
     1332    0.008    0.000    1.158    0.001 pprint.py:57(pformat)
    24/16    0.000    0.000    1.155    0.072 functions.py:389(get_call_type)
    18/15    0.000    0.000    1.154    0.077 templates.py:1075(_get_signature)
    12/10    0.000    0.000    1.154    0.115 templates.py:1129(generic)
     1332    0.005    0.000    1.147    0.001 pprint.py:159(pformat)
31570/1332    0.069    0.000    1.140    0.001 pprint.py:171(_format)
       88    0.001    0.000    1.079    0.012 codegen.py:1058(wrapper)
       48    0.000    0.000    1.077    0.022 executionengine.py:94(finalize_object)
        1    0.001    0.001    1.058    1.058 pyplot.py:1(<module>)
3479/3379    0.085    0.000    1.021    0.000 {built-in method builtins.__build_class__}
       83    0.004    0.000    0.929    0.011 codegen.py:723(add_ir_module)
       48    0.001    0.000    0.833    0.017 codegen.py:667(_optimize_final_module)
       96    0.001    0.000    0.830    0.009 passmanagers.py:681(run)
     1285    0.010    0.000    0.805    0.001 pprint.py:209(_pprint_dict)
      423    0.014    0.000    0.697    0.002 postproc.py:71(run)
      103    0.008    0.000    0.660    0.006 artist.py:159(_update_set_signature_and_docstring)
      102    0.002    0.000    0.648    0.006 artist.py:126(__init_subclass__)
       47    0.002    0.000    0.605    0.013 compiler.py:390(__init__)
        1    0.000    0.000    0.572    0.572 arrayobj.py:6031(codegen)
    59535    0.059    0.000    0.572    0.000 pprint.py:457(_repr)
3226/2043    0.009    0.000    0.551    0.000 functools.py:977(__get__)
        1    0.000    0.000    0.549    0.549 figure.py:1(<module>)
203125/35491    0.344    0.000    0.527    0.000 ir.py:318(_rec_list_vars)
  424/178    0.002    0.000    0.523    0.003 base.py:261(refresh)
      114    0.002    0.000    0.496    0.004 artist.py:1839(kwdoc)
117926/59535    0.075    0.000    0.493    0.000 pprint.py:466(format)
    18350    0.359    0.000    0.487    0.000 {built-in method builtins.sorted}
      257    0.002    0.000    0.480    0.002 module.py:233(__repr__)
      257    0.004    0.000    0.471    0.002 module.py:207(_get_body_lines)
    29531    0.020    0.000    0.470    0.000 ir.py:351(list_vars)
       31    0.001    0.000    0.465    0.015 lowering.py:286(create_cfunc_wrapper)
       31    0.002    0.000    0.464    0.015 cpu.py:193(create_cfunc_wrapper)
117926/59535    0.167    0.000    0.454    0.000 pprint.py:554(_safe_repr)
        3    0.000    0.000    0.451    0.150 array_exprs.py:354(_lower_array_expr)
      766    0.001    0.000    0.445    0.001 values.py:1013(__str__)
     1285    0.065    0.000    0.445    0.000 pprint.py:380(_format_dict_items)
      766    0.001    0.000    0.443    0.001 values.py:1006(descr)
120417/60081    0.140    0.000    0.438    0.000 {method 'format' of 'str' objects}
  117/107    0.004    0.000    0.434    0.004 lowering.py:726(lower_binop)
      135    0.000    0.000    0.425    0.003 codegen.py:719(add_linking_library)
      114    0.011    0.000    0.418    0.004 artist.py:1600(pprint_setters)
        1    0.000    0.000    0.416    0.416 colorbar.py:1(<module>)
      424    0.013    0.000    0.414    0.001 cpu.py:60(load_additional_registries)
64596/27312    0.061    0.000    0.397    0.000 _utils.py:44(__str__)
  1309959    0.313    0.000    0.395    0.000 {built-in method builtins.isinstance}
       90    0.001    0.000    0.392    0.004 values.py:999(descr_body)
     1647    0.012    0.000    0.391    0.000 values.py:1172(descr)
        1    0.000    0.000    0.386    0.386 arrayobj.py:2227(array_ravel)
      470    0.058    0.000    0.378    0.001 analysis.py:23(compute_use_defs)
      435    0.003    0.000    0.368    0.001 typeinfer.py:704(__call__)
      729    0.012    0.000    0.366    0.001 <frozen importlib._bootstrap_external>:1062(get_code)
       47    0.000    0.000    0.357    0.008 untyped_passes.py:79(run_pass)
       47    0.004    0.000    0.356    0.008 interpreter.py:1361(interpret)
     4144    0.029    0.000    0.342    0.000 artist.py:1469(get_valid_values)
    19506    0.054    0.000    0.335    0.000 values.py:544(_to_string)
      423    0.001    0.000    0.331    0.001 postproc.py:42(usedefs)
        3    0.000    0.000    0.324    0.108 arrayobj.py:4135(make_array_nditer)
70595/67297    0.050    0.000    0.322    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.319    0.106 arrayobj.py:3500(init_specific)
       94    0.010    0.000    0.318    0.003 registry.py:54(apply)
        2    0.000    0.000    0.318    0.159 arrayobj.py:2141(array_reshape_vararg)
        2    0.000    0.000    0.317    0.159 arrayobj.py:2076(array_reshape)
       83    0.001    0.000    0.306    0.004 codegen.py:732(add_llvm_module)
    47506    0.069    0.000    0.283    0.000 event.py:209(broadcast)
       13    0.001    0.000    0.282    0.022 npyimpl.py:478(numpy_ufunc_kernel)
       83    0.008    0.000    0.282    0.003 codegen.py:651(_optimize_functions)
      729    0.083    0.000    0.276    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
       11    0.001    0.000    0.265    0.024 arrayobj.py:4175(_empty_nd_impl)
       47    0.001    0.000    0.265    0.006 typed_passes.py:226(run_pass)
        1    0.000    0.000    0.264    0.264 randomimpl.py:367(_impl)
     2032    0.008    0.000    0.259    0.000 context.py:360(_call_incref_decref)
      843    0.016    0.000    0.255    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
    20706    0.022    0.000    0.253    0.000 ffi.py:78(__exit__)
        5    0.000    0.000    0.252    0.050 arrayobj.py:4367(codegen)
     7176    0.135    0.000    0.252    0.000 inspect.py:882(cleandoc)
        3    0.000    0.000    0.252    0.084 npyimpl.py:372(_build_array)
    23753    0.042    0.000    0.251    0.000 event.py:404(end_event)
       47    0.001    0.000    0.247    0.005 untyped_passes.py:1762(run_pass)
        4    0.000    0.000    0.244    0.061 numbers.py:206(int_power_impl)
344426/344061    0.153    0.000    0.237    0.000 {built-in method builtins.getattr}
  471/225    0.001    0.000    0.236    0.001 context.py:153(refresh)
    17463    0.014    0.000    0.235    0.000 ir.py:608(list_vars)
5554/2032    0.026    0.000    0.232    0.000 context.py:343(get_meminfos)
     7113    0.013    0.000    0.225    0.000 inspect.py:863(getdoc)
    20703    0.014    0.000    0.225    0.000 base.py:1249(exit_fn)
      839    0.002    0.000    0.223    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      839    0.005    0.000    0.221    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        1    0.000    0.000    0.215    0.215 contour.py:1(<module>)
        1    0.000    0.000    0.213    0.213 _axes.py:1(<module>)
    20706    0.023    0.000    0.212    0.000 ffi.py:72(__enter__)
       47    0.002    0.000    0.212    0.005 untyped_passes.py:212(run_pass)
        1    0.000    0.000    0.210    0.210 rcsetup.py:1(<module>)
     1156    0.023    0.000    0.207    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
   101908    0.087    0.000    0.206    0.000 event.py:243(notify)
        3    0.000    0.000    0.204    0.068 decorators.py:1(<module>)
        1    0.000    0.000    0.201    0.201 backend_bases.py:1(<module>)
    23753    0.040    0.000    0.195    0.000 event.py:390(start_event)
        1    0.000    0.000    0.192    0.192 stencil.py:1(<module>)
15239/13590    0.016    0.000    0.190    0.000 contextlib.py:132(__enter__)
     8615    0.022    0.000    0.190    0.000 __init__.py:280(_compile)
      729    0.189    0.000    0.189    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.189    0.094 collections.py:1(<module>)
     3235    0.181    0.000    0.181    0.000 {built-in method posix.stat}
    20703    0.014    0.000    0.180    0.000 base.py:1246(enter_fn)
       47    0.001    0.000    0.178    0.004 ssa.py:27(reconstruct_ssa)
       47    0.001    0.000    0.178    0.004 ssa.py:48(_run_ssa)
      305    0.006    0.000    0.176    0.001 module.py:11(parse_assembly)
    18743    0.044    0.000    0.174    0.000 instructions.py:13(__init__)
      218    0.002    0.000    0.172    0.001 artist.py:1421(__init__)
        4    0.000    0.000    0.171    0.043 registry.py:1(<module>)
        1    0.000    0.000    0.171    0.171 text.py:1(<module>)
        1    0.000    0.000    0.168    0.168 dispatcher.py:1(<module>)
      218    0.051    0.000    0.168    0.001 artist.py:1441(get_aliases)
     1240    0.005    0.000    0.166    0.000 context.py:374(resolve_value_type)
     2772    0.024    0.000    0.164    0.000 errors.py:320(_markup)
        1    0.000    0.000    0.163    0.163 compiler.py:1(<module>)
    24986    0.031    0.000    0.162    0.000 values.py:537(__init__)
       47    0.001    0.000    0.161    0.003 untyped_passes.py:244(run_pass)
4239/2025    0.019    0.000    0.159    0.000 context.py:428(install_registry)
     5798    0.009    0.000    0.158    0.000 module.py:220(__next__)
     5485    0.016    0.000    0.157    0.000 builder.py:967(extract_value)
      271    0.003    0.000    0.152    0.001 _compiler.py:740(compile)
69111/68680    0.065    0.000    0.150    0.000 {method 'join' of 'str' objects}
     3162    0.003    0.000    0.146    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     3293    0.028    0.000    0.145    0.000 targetconfig.py:196(values)
  471/225    0.002    0.000    0.144    0.001 context.py:415(_load_builtins)
     1000    0.144    0.000    0.144    0.000 LebwohlLasher.py:236(MC_step)
     1254    0.008    0.000    0.143    0.000 typeof.py:27(typeof)
     1607    0.003    0.000    0.143    0.000 inspect.py:3339(signature)
      423    0.004    0.000    0.141    0.000 postproc.py:52(deadmaps)
     2172    0.003    0.000    0.140    0.000 errors.py:335(errmsg)
     1607    0.003    0.000    0.139    0.000 inspect.py:3077(from_callable)
  557/458    0.005    0.000    0.138    0.000 base.py:526(get_function)
        3    0.000    0.000    0.137    0.046 dispatcher.py:236(_compilation_chain_init_hook)
      427    0.000    0.000    0.137    0.000 entrypoints.py:23(init_all)
      703    0.001    0.000    0.137    0.000 context.py:378(incref)
1746/1608    0.022    0.000    0.136    0.000 inspect.py:2497(_signature_from_callable)
     1301    0.005    0.000    0.135    0.000 lowering.py:1562(decref)
3108/2766    0.007    0.000    0.135    0.000 ir_utils.py:1542(guard)
     1164    0.005    0.000    0.134    0.000 lowering.py:1506(delvar)
        1    0.000    0.000    0.134    0.134 __init__.py:901(entry_points)
     1176    0.006    0.000    0.133    0.000 errors.py:536(__init__)
      365    0.001    0.000    0.132    0.000 __init__.py:910(<genexpr>)
     5485    0.014    0.000    0.130    0.000 instructions.py:666(__init__)
       47    0.003    0.000    0.129    0.003 ssa.py:146(_find_defs_violators)
    25891    0.024    0.000    0.129    0.000 values.py:557(_set_name)
      700    0.003    0.000    0.127    0.000 npydecl.py:196(generic)
     1329    0.001    0.000    0.125    0.000 context.py:384(decref)
        1    0.000    0.000    0.124    0.124 colors.py:1(<module>)
        1    0.000    0.000    0.124    0.124 config.py:1(<module>)
      726    0.011    0.000    0.124    0.000 npydecl.py:92(generic)
       47    0.004    0.000    0.121    0.003 inline_closurecall.py:88(run)
      629    0.001    0.000    0.121    0.000 lowering.py:1556(incref)
      278    0.002    0.000    0.120    0.000 templates.py:899(_get_target_registry)
      471    0.006    0.000    0.119    0.000 context.py:744(load_additional_registries)
      257    0.004    0.000    0.119    0.000 cgutils.py:99(__init__)
     1053    0.004    0.000    0.118    0.000 lowering.py:1460(storevar)
     2772    0.003    0.000    0.117    0.000 errors.py:243(__init__)
      766    0.009    0.000    0.115    0.000 values.py:936(__init__)
     2772    0.007    0.000    0.114    0.000 initialise.py:37(init)
118151/115622    0.045    0.000    0.114    0.000 {built-in method builtins.repr}
      218    0.033    0.000    0.113    0.001 artist.py:1519(get_setters)
       48    0.000    0.000    0.111    0.002 codegen.py:1412(_add_module)
       48    0.000    0.000    0.111    0.002 codegen.py:1094(add_module)
       47    0.000    0.000    0.111    0.002 typed_passes.py:557(run_pass)
        2    0.000    0.000    0.111    0.055 _base.py:1(<module>)
        1    0.000    0.000    0.111    0.111 patches.py:1(<module>)
      246    0.001    0.000    0.111    0.000 templates.py:1046(__init__)
       47    0.001    0.000    0.111    0.002 ir_utils.py:2238(check_and_legalize_ir)
50132/49807    0.048    0.000    0.109    0.000 _utils.py:54(get_reference)
        1    0.000    0.000    0.108    0.108 axes3d.py:1(<module>)
     5544    0.013    0.000    0.107    0.000 initialise.py:111(wrap_stream)
      239    0.001    0.000    0.107    0.000 templates.py:1092(_init_once)
      984    0.002    0.000    0.107    0.000 cgutils.py:417(get_or_insert_function)
       48    0.003    0.000    0.106    0.002 codegen.py:1087(_load_defined_symbols)
        2    0.001    0.000    0.106    0.053 builtins.py:1(<module>)
     5571    0.008    0.000    0.105    0.000 __init__.py:174(search)
    25891    0.025    0.000    0.105    0.000 _utils.py:16(register)
      141    0.001    0.000    0.103    0.001 postproc.py:158(_insert_var_dels)
      766    0.001    0.000    0.103    0.000 passmanagers.py:758(run)
      111    0.000    0.000    0.102    0.001 __init__.py:226(compile)
      141    0.027    0.000    0.102    0.001 postproc.py:179(_patch_var_dels)
        9    0.000    0.000    0.101    0.011 _base.py:732(__init_subclass__)
     3765    0.007    0.000    0.101    0.000 value.py:157(name)
      576    0.001    0.000    0.099    0.000 templates.py:480(apply)
56740/47813    0.057    0.000    0.098    0.000 abstract.py:121(__hash__)
      580    0.004    0.000    0.097    0.000 templates.py:271(_select)
        2    0.000    0.000    0.097    0.048 __config__.py:1(<module>)
15239/13615    0.018    0.000    0.097    0.000 contextlib.py:141(__exit__)
     1594    0.032    0.000    0.097    0.000 inspect.py:2393(_signature_from_function)
  822/819    0.004    0.000    0.096    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      105    0.002    0.000    0.095    0.001 callconv.py:868(call_function)
       48    0.000    0.000    0.094    0.002 codegen.py:1315(_scan_and_fix_unresolved_refs)
      580    0.021    0.000    0.094    0.000 context.py:636(resolve_overload)
     2787    0.029    0.000    0.094    0.000 utils.py:346(order_by_target_specificity)
       47    0.014    0.000    0.094    0.002 byteflow.py:94(run)
      979    0.003    0.000    0.093    0.000 context.py:263(resolve_getattr)
     5544    0.025    0.000    0.093    0.000 ansitowin32.py:81(__init__)
4012/3983    0.016    0.000    0.093    0.000 abstract.py:61(__call__)
       41    0.001    0.000    0.092    0.002 imputils.py:192(imp)
17319/16754    0.070    0.000    0.092    0.000 {built-in method __new__ of type object at 0x936bc0}
       63    0.001    0.000    0.092    0.001 pprint.py:473(_pprint_default_dict)
       47    0.002    0.000    0.092    0.002 lowering.py:29(__init__)
       47    0.001    0.000    0.092    0.002 interpreter.py:1438(post_process)
        1    0.000    0.000    0.092    0.092 special.py:1(<module>)
     2762    0.007    0.000    0.092    0.000 values.py:1104(__init__)
        4    0.000    0.000    0.091    0.023 lowering.py:273(create_cpython_wrapper)
        4    0.000    0.000    0.091    0.023 cpu.py:181(create_cpython_wrapper)
    79885    0.055    0.000    0.091    0.000 targetconfig.py:111(getter)
   142731    0.060    0.000    0.091    0.000 {method 'get' of 'dict' objects}
        1    0.001    0.001    0.090    0.090 arraymath.py:1(<module>)
        4    0.000    0.000    0.090    0.022 context.py:1(<module>)
366206/358838    0.085    0.000    0.089    0.000 {built-in method builtins.len}
     3436    0.005    0.000    0.086    0.000 module.py:251(_next)
       35    0.001    0.000    0.086    0.002 callconv.py:122(raise_error)
     1036    0.001    0.000    0.086    0.000 models.py:498(getter)
       95    0.001    0.000    0.086    0.001 arrayobj.py:77(_make_refs)
       47    0.001    0.000    0.086    0.002 typed_passes.py:883(run_pass)
    54786    0.068    0.000    0.085    0.000 pprint.py:102(_safe_tuple)
     2353    0.013    0.000    0.084    0.000 <frozen abc>:105(__new__)
      271    0.003    0.000    0.083    0.000 _parser.py:969(parse)
      207    0.000    0.000    0.082    0.000 ir.py:1542(infer_constant)
     3137    0.006    0.000    0.082    0.000 value.py:220(is_declaration)
    58882    0.028    0.000    0.081    0.000 <frozen abc>:117(__instancecheck__)
  314/207    0.001    0.000    0.081    0.000 consts.py:24(infer_constant)
      775    0.008    0.000    0.081    0.000 cgutils.py:362(alloca_once)
    47506    0.035    0.000    0.081    0.000 event.py:100(__init__)
        1    0.000    0.000    0.081    0.081 Image.py:1(<module>)
  284/192    0.001    0.000    0.079    0.000 consts.py:56(_do_infer)
  614/271    0.005    0.000    0.079    0.000 _parser.py:452(_parse_sub)
      487    0.001    0.000    0.079    0.000 pythonapi.py:1304(_get_function)
10001/9882    0.007    0.000    0.077    0.000 manager.py:29(lookup)
      365    0.003    0.000    0.077    0.000 _itertools.py:4(unique_everseen)
        1    0.000    0.000    0.077    0.077 arraymath.py:32(_check_blas)
        1    0.000    0.000    0.077    0.077 linalg.py:55(ensure_blas)
      574    0.001    0.000    0.076    0.000 typeinfer.py:1493(resolve_value_type)
       47    0.002    0.000    0.076    0.002 typeinfer.py:1041(build_constraint)
      736    0.026    0.000    0.076    0.000 numpy_support.py:357(ufunc_find_matching_loop)
     1321    0.002    0.000    0.076    0.000 base.py:42(find)
   185837    0.076    0.000    0.076    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.076    0.076 rules.py:1(<module>)
  749/303    0.031    0.000    0.076    0.000 _parser.py:512(_parse)
        1    0.000    0.000    0.075    0.075 _fontconfig_pattern.py:1(<module>)
9009/9001    0.006    0.000    0.075    0.000 manager.py:40(__getitem__)
        1    0.000    0.000    0.075    0.075 rules.py:15(_init_casting_rules)
       46    0.000    0.000    0.074    0.002 castgraph.py:119(insert_rule)
     1222    0.002    0.000    0.074    0.000 typeinfer.py:1404(constrain_statement)
    33923    0.016    0.000    0.074    0.000 templates.py:1314(new_registrations)
      226    0.000    0.000    0.074    0.000 errors.py:698(__init__)
       47    0.001    0.000    0.074    0.002 lowering.py:342(init)
       47    0.012    0.000    0.073    0.002 lowering.py:358(_find_singly_assigned_variable)
      188    0.001    0.000    0.072    0.000 module.py:167(link_in)
       46    0.015    0.000    0.072    0.002 castgraph.py:92(propagate)
      423    0.003    0.000    0.072    0.000 postproc.py:46(livemap)
     1027    0.003    0.000    0.072    0.000 typeinfer.py:1473(typeof_assign)
68144/67909    0.036    0.000    0.071    0.000 {built-in method builtins.hasattr}
       25    0.001    0.000    0.071    0.003 lowering.py:796(lower_getitem)
     1939    0.011    0.000    0.071    0.000 context.py:287(find_matching_getattr_template)
        1    0.000    0.000    0.071    0.071 art3d.py:1(<module>)
      125    0.001    0.000    0.071    0.001 base.py:1100(get_abi_sizeof)
     7473    0.012    0.000    0.070    0.000 cpu_options.py:16(__repr__)
     1128    0.021    0.000    0.070    0.000 analysis.py:235(compute_cfg_from_blocks)
    24949    0.036    0.000    0.070    0.000 _utils.py:24(deduplicate)
     1083    0.005    0.000    0.069    0.000 extending.py:129(decorate)
      423    0.004    0.000    0.069    0.000 analysis.py:60(compute_live_map)
      125    0.001    0.000    0.069    0.001 types.py:48(get_abi_size)
     2486    0.003    0.000    0.069    0.000 types.py:445(elements)
    11257    0.024    0.000    0.068    0.000 weakref.py:414(__getitem__)
       47    0.001    0.000    0.068    0.001 untyped_passes.py:138(run_pass)
        1    0.000    0.000    0.068    0.068 cpu.py:1(<module>)
      438    0.004    0.000    0.067    0.000 base.py:49(_find)
   206216    0.067    0.000    0.067    0.000 {method 'append' of 'list' objects}
     2217    0.002    0.000    0.067    0.000 lowering.py:1412(_alloca_var)
      117    0.001    0.000    0.066    0.001 base.py:412(declare_function)
     2486    0.066    0.000    0.066    0.000 types.py:353(__init__)
    20/19    0.001    0.000    0.065    0.003 imputils.py:333(wrapper)
      846    0.004    0.000    0.065    0.000 analysis.py:71(fix_point)
        3    0.001    0.000    0.065    0.022 core.py:1(<module>)
     3392    0.013    0.000    0.065    0.000 base.py:352(install_registry)
      423    0.027    0.000    0.064    0.000 analysis.py:118(compute_dead_maps)
      271    0.001    0.000    0.063    0.000 _compiler.py:573(_code)
     5630    0.062    0.000    0.063    0.000 values.py:860(__init__)
      994    0.006    0.000    0.063    0.000 builder.py:297(if_then)
     2762    0.005    0.000    0.063    0.000 values.py:1051(__init__)
    86/73    0.000    0.000    0.063    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
    86/73    0.015    0.000    0.062    0.001 {built-in method _imp.exec_dynamic}
      186    0.001    0.000    0.062    0.000 inline_closurecall.py:1464(match)
      150    0.005    0.000    0.062    0.000 ir.py:112(strformat)
      125    0.003    0.000    0.062    0.000 types.py:33(_get_ll_pointer_type)
      114    0.001    0.000    0.062    0.001 ir.py:611(infer_constant)
     2514    0.011    0.000    0.062    0.000 event.py:422(trigger_event)
     4073    0.017    0.000    0.061    0.000 context.py:586(_rate_arguments)
      185    0.006    0.000    0.061    0.000 inline_closurecall.py:1477(_inline_const_arraycall)
        1    0.000    0.000    0.061    0.061 callconv.py:1(<module>)
      136    0.002    0.000    0.061    0.000 _docstring.py:66(__call__)
      192    0.002    0.000    0.061    0.000 typeinfer.py:720(__call__)
      140    0.001    0.000    0.060    0.000 lowering.py:1531(alloca)
      423    0.003    0.000    0.060    0.000 transforms.py:353(canonicalize_cfg)
  126/115    0.001    0.000    0.059    0.001 _docstring.py:107(__call__)
        3    0.000    0.000    0.059    0.020 base.py:1(<module>)
       30    0.007    0.000    0.059    0.002 __init__.py:851(_rc_params_in_file)
      105    0.002    0.000    0.058    0.001 codegen.py:684(_get_module_for_linking)
     1852    0.002    0.000    0.058    0.000 context.py:268(core)
     1256    0.004    0.000    0.058    0.000 functools.py:902(wrapper)
      140    0.001    0.000    0.058    0.000 lowering.py:1536(alloca_lltype)
       47    0.001    0.000    0.057    0.001 ir.py:1623(dump_to_string)
     2486    0.005    0.000    0.057    0.000 models.py:710(getter)
      423    0.004    0.000    0.057    0.000 transforms.py:283(canonicalize_cfg_single_backedge)
       47    0.004    0.000    0.056    0.001 typed_passes.py:616(run_pass)
       47    0.001    0.000    0.056    0.001 ir.py:1597(dump)
     2362    0.003    0.000    0.056    0.000 module.py:240(_next)
     3005    0.006    0.000    0.056    0.000 models.py:630(get)
       48    0.002    0.000    0.055    0.001 codegen.py:773(_verify_declare_only_symbols)
      194    0.006    0.000    0.055    0.000 ir.py:1323(dump)
    50954    0.035    0.000    0.055    0.000 event.py:270(on_end)
     8701    0.028    0.000    0.055    0.000 inspect.py:2739(__init__)
    86/85    0.000    0.000    0.055    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
     5544    0.009    0.000    0.054    0.000 ansitowin32.py:49(isatty)
     1449    0.008    0.000    0.054    0.000 interpreter.py:1794(_dispatch)
        2    0.030    0.015    0.054    0.027 _distributor_init.py:1(<module>)
      364    0.001    0.000    0.054    0.000 __init__.py:469(entry_points)
       31    0.000    0.000    0.054    0.002 pythonapi.py:331(err_write_unraisable)
    15239    0.019    0.000    0.054    0.000 contextlib.py:299(helper)
    58882    0.041    0.000    0.054    0.000 {built-in method _abc._abc_instancecheck}
       35    0.001    0.000    0.053    0.002 callconv.py:520(unpack_exception)
       83    0.002    0.000    0.052    0.001 codegen.py:1248(_function_pass_manager)
       47    0.007    0.000    0.052    0.001 interpreter.py:982(peep_hole_delete_with_exit)
