LebwohlLasher.py: Size: 20, Steps: 1000, Exp. reps: 1, T*: 0.650: Order: 0.730, Mean ratio : 0.406, Time: 2.104019 s ± 0.000000 s
         9551497 function calls (9054126 primitive calls) in 11.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1303    0.004    0.000    1.020    0.001 pprint.py:159(pformat)
30883/1303    0.058    0.000    1.014    0.001 pprint.py:171(_format)
       46    0.002    0.000    0.898    0.020 compiler.py:390(__init__)
       47    0.001    0.000    0.895    0.019 codegen.py:996(_finalize_specific)
    24/16    0.000    0.000    0.883    0.055 functions.py:389(get_call_type)
    12/10    0.000    0.000    0.882    0.088 templates.py:1129(generic)
    18/15    0.000    0.000    0.882    0.059 templates.py:1075(_get_signature)
  422/176    0.002    0.000    0.834    0.005 base.py:261(refresh)
        1    0.000    0.000    0.829    0.829 pyplot.py:1(<module>)
       85    0.000    0.000    0.819    0.010 codegen.py:1058(wrapper)
       47    0.000    0.000    0.817    0.017 executionengine.py:94(finalize_object)
3469/3369    0.082    0.000    0.805    0.000 {built-in method builtins.__build_class__}
       80    0.003    0.000    0.764    0.010 codegen.py:723(add_ir_module)
     1257    0.009    0.000    0.713    0.001 pprint.py:209(_pprint_dict)
       47    0.001    0.000    0.666    0.014 codegen.py:667(_optimize_final_module)
      422    0.016    0.000    0.666    0.002 cpu.py:60(load_additional_registries)
       94    0.000    0.000    0.664    0.007 passmanagers.py:681(run)
      414    0.011    0.000    0.568    0.001 postproc.py:71(run)
        1    0.000    0.000    0.528    0.528 arrayobj.py:6031(codegen)
    58247    0.051    0.000    0.517    0.000 pprint.py:457(_repr)
      103    0.007    0.000    0.482    0.005 artist.py:159(_update_set_signature_and_docstring)
      102    0.001    0.000    0.471    0.005 artist.py:126(__init_subclass__)
3158/2000    0.008    0.000    0.453    0.000 functools.py:977(__get__)
  116/106    0.003    0.000    0.450    0.004 lowering.py:726(lower_binop)
115372/58247    0.084    0.000    0.448    0.000 pprint.py:466(format)
      729    0.012    0.000    0.432    0.001 <frozen importlib._bootstrap_external>:1062(get_code)
    17946    0.319    0.000    0.427    0.000 {built-in method builtins.sorted}
198306/34507    0.270    0.000    0.421    0.000 ir.py:318(_rec_list_vars)
        1    0.000    0.000    0.406    0.406 figure.py:1(<module>)
115372/58247    0.146    0.000    0.405    0.000 pprint.py:554(_safe_repr)
     1257    0.057    0.000    0.395    0.000 pprint.py:380(_format_dict_items)
      248    0.002    0.000    0.388    0.002 module.py:233(__repr__)
      248    0.003    0.000    0.380    0.002 module.py:207(_get_body_lines)
    28692    0.016    0.000    0.377    0.000 ir.py:351(list_vars)
69266/66102    0.047    0.000    0.375    0.000 {built-in method builtins.next}
      114    0.002    0.000    0.366    0.003 artist.py:1839(kwdoc)
      728    0.001    0.000    0.360    0.000 values.py:1013(__str__)
      728    0.001    0.000    0.359    0.000 values.py:1006(descr)
116257/58055    0.115    0.000    0.355    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.352    0.352 arrayobj.py:2227(array_ravel)
       30    0.001    0.000    0.343    0.011 lowering.py:286(create_cfunc_wrapper)
       30    0.002    0.000    0.342    0.011 cpu.py:193(create_cfunc_wrapper)
        1    0.000    0.000    0.340    0.340 colorbar.py:1(<module>)
  1279834    0.263    0.000    0.331    0.000 {built-in method builtins.isinstance}
      729    0.109    0.000    0.329    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
62237/26320    0.047    0.000    0.321    0.000 _utils.py:44(__str__)
       87    0.001    0.000    0.320    0.004 values.py:999(descr_body)
     1570    0.009    0.000    0.320    0.000 values.py:1172(descr)
  468/222    0.001    0.000    0.317    0.001 context.py:153(refresh)
        3    0.000    0.000    0.316    0.105 array_exprs.py:354(_lower_array_expr)
      114    0.008    0.000    0.316    0.003 artist.py:1600(pprint_setters)
      460    0.046    0.000    0.301    0.001 analysis.py:23(compute_use_defs)
        2    0.000    0.000    0.297    0.148 arrayobj.py:2141(array_reshape_vararg)
        2    0.000    0.000    0.296    0.148 arrayobj.py:2076(array_reshape)
      425    0.002    0.000    0.294    0.001 typeinfer.py:704(__call__)
        4    0.000    0.000    0.289    0.072 numbers.py:206(int_power_impl)
    18818    0.044    0.000    0.276    0.000 values.py:544(_to_string)
       46    0.000    0.000    0.276    0.006 untyped_passes.py:79(run_pass)
       46    0.003    0.000    0.275    0.006 interpreter.py:1361(interpret)
       92    0.008    0.000    0.272    0.003 registry.py:54(apply)
      133    0.000    0.000    0.270    0.002 codegen.py:719(add_linking_library)
       11    0.001    0.000    0.268    0.024 arrayobj.py:4175(_empty_nd_impl)
      414    0.001    0.000    0.266    0.001 postproc.py:42(usedefs)
     4144    0.022    0.000    0.260    0.000 artist.py:1469(get_valid_values)
       80    0.001    0.000    0.259    0.003 codegen.py:732(add_llvm_module)
        3    0.000    0.000    0.257    0.086 arrayobj.py:4135(make_array_nditer)
4212/1998    0.027    0.000    0.256    0.000 context.py:428(install_registry)
        3    0.000    0.000    0.254    0.085 arrayobj.py:3500(init_specific)
    46030    0.058    0.000    0.243    0.000 event.py:209(broadcast)
      843    0.016    0.000    0.240    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       80    0.006    0.000    0.238    0.003 codegen.py:651(_optimize_functions)
  468/222    0.003    0.000    0.238    0.001 context.py:415(_load_builtins)
14740/13158    0.013    0.000    0.230    0.000 contextlib.py:132(__enter__)
       13    0.001    0.000    0.226    0.017 npyimpl.py:478(numpy_ufunc_kernel)
    23015    0.037    0.000    0.216    0.000 event.py:404(end_event)
      729    0.216    0.000    0.216    0.000 {built-in method marshal.loads}
    20025    0.018    0.000    0.215    0.000 ffi.py:78(__exit__)
        1    0.000    0.000    0.210    0.210 contour.py:1(<module>)
       46    0.001    0.000    0.210    0.005 typed_passes.py:226(run_pass)
      839    0.002    0.000    0.209    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      278    0.003    0.000    0.208    0.001 templates.py:899(_get_target_registry)
      839    0.005    0.000    0.207    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        3    0.000    0.000    0.207    0.069 npyimpl.py:372(_build_array)
      246    0.001    0.000    0.204    0.001 templates.py:1046(__init__)
       46    0.001    0.000    0.203    0.004 untyped_passes.py:1762(run_pass)
    18086    0.037    0.000    0.201    0.000 instructions.py:13(__init__)
        1    0.000    0.000    0.198    0.198 backend_bases.py:1(<module>)
      239    0.003    0.000    0.198    0.001 templates.py:1092(_init_once)
340499/340142    0.126    0.000    0.194    0.000 {built-in method builtins.getattr}
   400400    0.193    0.000    0.193    0.000 LebwohlLasher.py:154(one_energy)
     1156    0.022    0.000    0.193    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
    20022    0.012    0.000    0.192    0.000 base.py:1249(exit_fn)
    24030    0.077    0.000    0.191    0.000 values.py:537(__init__)
        1    0.001    0.001    0.187    0.187 rcsetup.py:1(<module>)
    17056    0.011    0.000    0.186    0.000 ir.py:608(list_vars)
     7176    0.096    0.000    0.185    0.000 inspect.py:882(cleandoc)
       46    0.001    0.000    0.181    0.004 untyped_passes.py:212(run_pass)
    20025    0.018    0.000    0.180    0.000 ffi.py:72(__enter__)
    98534    0.077    0.000    0.177    0.000 event.py:243(notify)
        5    0.000    0.000    0.176    0.035 arrayobj.py:4367(codegen)
        1    0.000    0.000    0.173    0.173 text.py:1(<module>)
        1    0.000    0.000    0.171    0.171 randomimpl.py:367(_impl)
    23015    0.035    0.000    0.169    0.000 event.py:390(start_event)
        3    0.000    0.000    0.168    0.056 decorators.py:1(<module>)
     3234    0.166    0.000    0.166    0.000 {built-in method posix.stat}
     7113    0.010    0.000    0.163    0.000 inspect.py:863(getdoc)
        1    0.001    0.001    0.162    0.162 arraymath.py:1(<module>)
        1    0.000    0.000    0.160    0.160 stencil.py:1(<module>)
     8593    0.016    0.000    0.157    0.000 __init__.py:280(_compile)
    20022    0.012    0.000    0.153    0.000 base.py:1246(enter_fn)
       46    0.000    0.000    0.150    0.003 ssa.py:27(reconstruct_ssa)
     1963    0.005    0.000    0.149    0.000 context.py:360(_call_incref_decref)
       46    0.001    0.000    0.149    0.003 ssa.py:48(_run_ssa)
       46    0.001    0.000    0.148    0.003 untyped_passes.py:244(run_pass)
        1    0.000    0.000    0.143    0.143 _axes.py:1(<module>)
      295    0.004    0.000    0.141    0.000 module.py:11(parse_assembly)
     5610    0.009    0.000    0.137    0.000 module.py:220(__next__)
     1232    0.004    0.000    0.137    0.000 context.py:374(resolve_value_type)
        1    0.000    0.000    0.136    0.136 arraymath.py:32(_check_blas)
        1    0.000    0.000    0.136    0.136 linalg.py:55(ensure_blas)
     2756    0.021    0.000    0.134    0.000 errors.py:320(_markup)
      468    0.007    0.000    0.132    0.000 context.py:744(load_additional_registries)
     1000    0.131    0.000    0.131    0.000 LebwohlLasher.py:236(MC_step)
     3162    0.003    0.000    0.130    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
5395/1963    0.018    0.000    0.130    0.000 context.py:343(get_meminfos)
      944    0.004    0.000    0.129    0.000 builder.py:297(if_then)
67589/67173    0.057    0.000    0.129    0.000 {method 'join' of 'str' objects}
      271    0.003    0.000    0.128    0.000 _compiler.py:740(compile)
     1596    0.004    0.000    0.125    0.000 inspect.py:3339(signature)
     1596    0.003    0.000    0.121    0.000 inspect.py:3077(from_callable)
        4    0.000    0.000    0.121    0.030 registry.py:1(<module>)
3048/2713    0.006    0.000    0.119    0.000 ir_utils.py:1542(guard)
1735/1597    0.021    0.000    0.119    0.000 inspect.py:2497(_signature_from_callable)
      218    0.001    0.000    0.119    0.001 artist.py:1421(__init__)
        1    0.000    0.000    0.118    0.118 dispatcher.py:1(<module>)
  547/449    0.004    0.000    0.118    0.000 base.py:526(get_function)
     1248    0.007    0.000    0.118    0.000 typeof.py:27(typeof)
        2    0.000    0.000    0.117    0.058 collections.py:1(<module>)
     3267    0.023    0.000    0.116    0.000 targetconfig.py:196(values)
      218    0.036    0.000    0.116    0.001 artist.py:1441(get_aliases)
     1166    0.004    0.000    0.116    0.000 errors.py:536(__init__)
       25    0.001    0.000    0.116    0.005 lowering.py:796(lower_getitem)
      414    0.003    0.000    0.115    0.000 postproc.py:52(deadmaps)
     1083    0.008    0.000    0.113    0.000 extending.py:129(decorate)
    24906    0.020    0.000    0.112    0.000 values.py:557(_set_name)
     2156    0.002    0.000    0.112    0.000 errors.py:335(errmsg)
        1    0.000    0.000    0.111    0.111 compiler.py:1(<module>)
      698    0.006    0.000    0.110    0.000 npydecl.py:196(generic)
      242    0.003    0.000    0.106    0.000 cgutils.py:99(__init__)
       46    0.003    0.000    0.106    0.002 ssa.py:146(_find_defs_violators)
    33762    0.023    0.000    0.105    0.000 templates.py:1314(new_registrations)
      724    0.008    0.000    0.105    0.000 npydecl.py:92(generic)
  822/819    0.004    0.000    0.104    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        1    0.000    0.000    0.103    0.103 patches.py:1(<module>)
        2    0.000    0.000    0.102    0.051 _base.py:1(<module>)
       47    0.000    0.000    0.102    0.002 codegen.py:1412(_add_module)
       47    0.000    0.000    0.101    0.002 codegen.py:1094(add_module)
       46    0.004    0.000    0.101    0.002 inline_closurecall.py:88(run)
67508/67273    0.040    0.000    0.101    0.000 {built-in method builtins.hasattr}
115612/113135    0.039    0.000    0.100    0.000 {built-in method builtins.repr}
     1132    0.004    0.000    0.100    0.000 lowering.py:1506(delvar)
        1    0.000    0.000    0.098    0.098 config.py:1(<module>)
        2    0.000    0.000    0.098    0.049 __config__.py:1(<module>)
     1260    0.005    0.000    0.098    0.000 lowering.py:1562(decref)
       47    0.003    0.000    0.097    0.002 codegen.py:1087(_load_defined_symbols)
     2351    0.015    0.000    0.097    0.000 <frozen abc>:105(__new__)
17181/16616    0.076    0.000    0.096    0.000 {built-in method __new__ of type object at 0x936bc0}
     2756    0.003    0.000    0.095    0.000 errors.py:243(__init__)
     1570    0.082    0.000    0.095    0.000 instructions.py:201(__init__)
4002/3973    0.017    0.000    0.095    0.000 abstract.py:61(__call__)
     3376    0.018    0.000    0.094    0.000 base.py:352(install_registry)
        1    0.000    0.000    0.094    0.094 colors.py:1(<module>)
        1    0.000    0.000    0.093    0.093 _sketches.py:1(<module>)
     2756    0.006    0.000    0.092    0.000 initialise.py:37(init)
    24906    0.023    0.000    0.092    0.000 _utils.py:16(register)
       17    0.000    0.000    0.092    0.005 arrayobj.py:497(getitem_array_tuple)
        1    0.000    0.000    0.091    0.091 axes3d.py:1(<module>)
     3642    0.006    0.000    0.090    0.000 value.py:157(name)
      728    0.001    0.000    0.089    0.000 passmanagers.py:758(run)
     1284    0.001    0.000    0.089    0.000 context.py:384(decref)
      111    0.000    0.000    0.088    0.001 __init__.py:226(compile)
      627    0.001    0.000    0.087    0.000 builder.py:834(cbranch)
48361/48041    0.039    0.000    0.087    0.000 _utils.py:54(get_reference)
     5512    0.010    0.000    0.087    0.000 initialise.py:111(wrap_stream)
        2    0.001    0.000    0.086    0.043 builtins.py:1(<module>)
        1    0.000    0.000    0.085    0.085 _fontconfig_pattern.py:1(<module>)
     1583    0.029    0.000    0.084    0.000 inspect.py:2393(_signature_from_function)
      138    0.001    0.000    0.082    0.001 postproc.py:158(_insert_var_dels)
        1    0.000    0.000    0.082    0.082 arrayobj.py:4401(codegen)
        3    0.002    0.001    0.082    0.027 core.py:1(<module>)
       46    0.000    0.000    0.082    0.002 typed_passes.py:557(run_pass)
       46    0.000    0.000    0.081    0.002 ir_utils.py:2238(check_and_legalize_ir)
      102    0.002    0.000    0.081    0.001 callconv.py:868(call_function)
   141445    0.053    0.000    0.081    0.000 {method 'get' of 'dict' objects}
      138    0.022    0.000    0.081    0.001 postproc.py:179(_patch_var_dels)
       24    0.001    0.000    0.080    0.003 arrayobj.py:375(basic_indexing)
     1023    0.003    0.000    0.080    0.000 lowering.py:1460(storevar)
14740/13183    0.013    0.000    0.080    0.000 contextlib.py:141(__exit__)
       94    0.001    0.000    0.079    0.001 arrayobj.py:77(_make_refs)
       46    0.012    0.000    0.078    0.002 byteflow.py:94(run)
     5571    0.005    0.000    0.077    0.000 __init__.py:174(search)
       47    0.000    0.000    0.076    0.002 codegen.py:1315(_scan_and_fix_unresolved_refs)
     5346    0.014    0.000    0.076    0.000 builder.py:967(extract_value)
56171/47368    0.043    0.000    0.076    0.000 abstract.py:121(__hash__)
362453/355304    0.072    0.000    0.075    0.000 {built-in method builtins.len}
     5512    0.022    0.000    0.075    0.000 ansitowin32.py:81(__init__)
      218    0.023    0.000    0.074    0.000 artist.py:1519(get_setters)
       18    0.000    0.000    0.074    0.004 arrayobj.py:459(_getitem_array_generic)
      204    0.000    0.000    0.074    0.000 ir.py:1542(infer_constant)
  311/204    0.001    0.000    0.074    0.000 consts.py:24(infer_constant)
       46    0.001    0.000    0.073    0.002 interpreter.py:1438(post_process)
       46    0.002    0.000    0.073    0.002 typeinfer.py:1041(build_constraint)
       61    0.000    0.000    0.073    0.001 pprint.py:473(_pprint_default_dict)
    79115    0.045    0.000    0.073    0.000 targetconfig.py:111(getter)
      271    0.002    0.000    0.072    0.000 _parser.py:969(parse)
     1070    0.003    0.000    0.072    0.000 builder.py:568(_icmp)
  281/189    0.001    0.000    0.072    0.000 consts.py:56(_do_infer)
     3308    0.004    0.000    0.072    0.000 module.py:251(_next)
     1187    0.001    0.000    0.071    0.000 typeinfer.py:1404(constrain_statement)
    53615    0.056    0.000    0.071    0.000 pprint.py:102(_safe_tuple)
       33    0.001    0.000    0.071    0.002 callconv.py:122(raise_error)
     2764    0.021    0.000    0.070    0.000 utils.py:346(order_by_target_specificity)
      567    0.001    0.000    0.070    0.000 templates.py:480(apply)
        1    0.000    0.000    0.070    0.070 charseq.py:1(<module>)
     1083    0.020    0.000    0.070    0.000 templates.py:879(make_overload_template)
       46    0.002    0.000    0.070    0.002 lowering.py:29(__init__)
      971    0.003    0.000    0.070    0.000 context.py:263(resolve_getattr)
      999    0.002    0.000    0.069    0.000 typeinfer.py:1473(typeof_assign)
    46030    0.028    0.000    0.069    0.000 event.py:100(__init__)
     3034    0.005    0.000    0.069    0.000 value.py:220(is_declaration)
      571    0.002    0.000    0.069    0.000 templates.py:271(_select)
      425    0.000    0.000    0.069    0.000 entrypoints.py:23(init_all)
        3    0.000    0.000    0.069    0.023 dispatcher.py:236(_compilation_chain_init_hook)
  614/271    0.004    0.000    0.069    0.000 _parser.py:452(_parse_sub)
    58286    0.021    0.000    0.068    0.000 <frozen abc>:117(__instancecheck__)
  437/435    0.002    0.000    0.068    0.000 __init__.py:73(import_module)
        1    0.000    0.000    0.068    0.068 __init__.py:901(entry_points)
     1086    0.006    0.000    0.068    0.000 instructions.py:349(__init__)
      738    0.007    0.000    0.068    0.000 cgutils.py:362(alloca_once)
      226    0.000    0.000    0.067    0.000 errors.py:698(__init__)
      764    0.001    0.000    0.067    0.000 builder.py:579(icmp_signed)
      365    0.000    0.000    0.067    0.000 __init__.py:910(<genexpr>)
      571    0.013    0.000    0.067    0.000 context.py:636(resolve_overload)
        1    0.000    0.000    0.067    0.067 special.py:1(<module>)
    29516    0.032    0.000    0.067    0.000 utils.py:515(stream_list)
  749/303    0.024    0.000    0.066    0.000 _parser.py:512(_parse)
    86/73    0.000    0.000    0.066    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
  437/435    0.001    0.000    0.066    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
      734    0.023    0.000    0.066    0.000 numpy_support.py:357(ufunc_find_matching_loop)
    86/73    0.018    0.000    0.066    0.001 {built-in method _imp.exec_dynamic}
      568    0.001    0.000    0.065    0.000 typeinfer.py:1493(resolve_value_type)
        4    0.000    0.000    0.065    0.016 context.py:1(<module>)
        9    0.000    0.000    0.064    0.007 _base.py:732(__init_subclass__)
       46    0.001    0.000    0.064    0.001 typed_passes.py:883(run_pass)
     1294    0.002    0.000    0.064    0.000 base.py:42(find)
        3    0.000    0.000    0.063    0.021 lowering.py:273(create_cpython_wrapper)
        3    0.000    0.000    0.063    0.021 cpu.py:181(create_cpython_wrapper)
      679    0.001    0.000    0.063    0.000 context.py:378(incref)
     7314    0.012    0.000    0.062    0.000 cpu_options.py:16(__repr__)
       40    0.001    0.000    0.062    0.002 imputils.py:192(imp)
       46    0.000    0.000    0.062    0.001 untyped_passes.py:138(run_pass)
    86/85    0.001    0.000    0.062    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
9693/9574    0.006    0.000    0.062    0.000 manager.py:29(lookup)
    24009    0.031    0.000    0.061    0.000 _utils.py:24(deduplicate)
      729    0.005    0.000    0.060    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
   202059    0.059    0.000    0.059    0.000 {method 'append' of 'list' objects}
   183473    0.059    0.000    0.059    0.000 {method 'startswith' of 'str' objects}
8728/8720    0.005    0.000    0.059    0.000 manager.py:40(__getitem__)
      114    0.001    0.000    0.058    0.001 ir.py:611(infer_constant)
     1104    0.017    0.000    0.058    0.000 analysis.py:235(compute_cfg_from_blocks)
      150    0.004    0.000    0.058    0.000 ir.py:112(strformat)
    86/85    0.054    0.001    0.058    0.001 {built-in method _imp.create_dynamic}
      183    0.000    0.000    0.057    0.000 module.py:167(link_in)
      436    0.003    0.000    0.056    0.000 base.py:49(_find)
      115    0.001    0.000    0.056    0.000 base.py:412(declare_function)
        1    0.000    0.000    0.056    0.056 index_tricks.py:1(<module>)
      414    0.002    0.000    0.056    0.000 postproc.py:46(livemap)
      179    0.001    0.000    0.055    0.000 inline_closurecall.py:1464(match)
     5346    0.011    0.000    0.055    0.000 instructions.py:666(__init__)
      414    0.022    0.000    0.055    0.000 analysis.py:118(compute_dead_maps)
      178    0.005    0.000    0.054    0.000 inline_closurecall.py:1477(_inline_const_arraycall)
     1923    0.008    0.000    0.054    0.000 context.py:287(find_matching_getattr_template)
       48    0.000    0.000    0.054    0.001 arrayobj.py:148(fix_integer_index)
      414    0.002    0.000    0.054    0.000 transforms.py:353(canonicalize_cfg)
       48    0.000    0.000    0.054    0.001 slicing.py:15(fix_index)
      414    0.003    0.000    0.054    0.000 analysis.py:60(compute_live_map)
    10943    0.018    0.000    0.054    0.000 weakref.py:414(__getitem__)
       46    0.001    0.000    0.053    0.001 lowering.py:342(init)
     1562    0.016    0.000    0.053    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.053    0.053 Image.py:1(<module>)
        3    0.001    0.000    0.053    0.018 linalg.py:1(<module>)
        2    0.001    0.001    0.053    0.026 unicode.py:1(<module>)
       46    0.007    0.000    0.053    0.001 lowering.py:358(_find_singly_assigned_variable)
        2    0.028    0.014    0.053    0.026 _distributor_init.py:1(<module>)
      271    0.001    0.000    0.052    0.000 _compiler.py:573(_code)
        1    0.000    0.000    0.052    0.052 callconv.py:1(<module>)
     2302    0.003    0.000    0.052    0.000 module.py:240(_next)
      728    0.008    0.000    0.052    0.000 values.py:936(__init__)
     2460    0.010    0.000    0.052    0.000 event.py:422(trigger_event)
      414    0.003    0.000    0.052    0.000 transforms.py:283(canonicalize_cfg_single_backedge)
       47    0.002    0.000    0.052    0.001 config.py:151(update)
  349/347    0.001    0.000    0.051    0.000 __init__.py:10(__getattr__)
        3    0.000    0.000    0.051    0.017 base.py:1(<module>)
        1    0.000    0.000    0.051    0.051 rules.py:1(<module>)
      828    0.003    0.000    0.050    0.000 analysis.py:71(fix_point)
       46    0.003    0.000    0.050    0.001 typed_passes.py:616(run_pass)
     1250    0.003    0.000    0.050    0.000 functools.py:902(wrapper)
       30    0.006    0.000    0.049    0.002 __init__.py:851(_rc_params_in_file)
        1    0.000    0.000    0.049    0.049 rules.py:15(_init_casting_rules)
       46    0.000    0.000    0.049    0.001 castgraph.py:119(insert_rule)
        1    0.000    0.000    0.049    0.049 defmatrix.py:1(<module>)
      120    0.000    0.000    0.049    0.000 base.py:1100(get_abi_sizeof)
      607    0.001    0.000    0.049    0.000 lowering.py:1556(incref)
       46    0.000    0.000    0.049    0.001 config.py:604(reload_config)
      239    0.003    0.000    0.049    0.000 extending.py:207(decorate)
      103    0.002    0.000    0.048    0.000 codegen.py:684(_get_module_for_linking)
       46    0.012    0.000    0.048    0.001 castgraph.py:92(propagate)
      120    0.001    0.000    0.048    0.000 types.py:48(get_abi_size)
     4035    0.012    0.000    0.047    0.000 context.py:586(_rate_arguments)
    58286    0.033    0.000    0.047    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.047    0.047 _pickle.py:1(<module>)
    49267    0.029    0.000    0.046    0.000 event.py:270(on_end)
     2412    0.004    0.000    0.046    0.000 models.py:710(getter)
      163    0.001    0.000    0.046    0.000 typeinfer.py:1579(typeof_global)
       47    0.001    0.000    0.046    0.001 codegen.py:773(_verify_declare_only_symbols)
