LebwohlLasher.py: Size: 20, Steps: 1000, Exp. reps: 1, T*: 0.650: Order: 0.806, Mean ratio : 0.410, Time: 3.863962 s ± 0.000000 s
         9130968 function calls (8727914 primitive calls) in 12.694 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      571    0.001    0.000    0.001    0.000 <frozen posixpath>:60(isabs)
      193    0.001    0.000    0.001    0.000 templates.py:97(__repr__)
     1519    0.001    0.000    0.001    0.000 models.py:48(get_argument_type)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
       36    0.000    0.000    0.001    0.000 postproc.py:235(remove_dels)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
      585    0.001    0.000    0.001    0.000 cpu.py:116(call_conv)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       36    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
      852    0.000    0.000    0.001    0.000 packer.py:137(<genexpr>)
       24    0.000    0.000    0.001    0.000 pythonapi.py:283(err_clear)
      100    0.000    0.000    0.001    0.000 targetconfig.py:215(inherit_if_not_set)
        1    0.000    0.000    0.001    0.001 byteflow.py:1(<module>)
      250    0.001    0.000    0.001    0.000 __init__.py:396(__getitem__)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
     2216    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
     1358    0.001    0.000    0.001    0.000 functools.py:65(wraps)
      843    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      293    0.001    0.000    0.001    0.000 <frozen codecs>:319(decode)
      197    0.000    0.000    0.001    0.000 cgutils.py:1184(normalize_ir_text)
        1    0.000    0.000    0.001    0.001 font_manager.py:1570(_load_fontmanager)
       33    0.000    0.000    0.001    0.000 typing.py:1074(_generic_class_getitem)
        4    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
        4    0.000    0.000    0.001    0.000 models.py:567(as_data)
      152    0.001    0.000    0.001    0.000 templates.py:61(replace)
       72    0.000    0.000    0.001    0.000 dis.py:729(__init__)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       88    0.000    0.000    0.001    0.000 interpreter.py:2281(op_LOAD_CONST)
       25    0.000    0.000    0.001    0.000 builtins.py:106(generic)
       52    0.000    0.000    0.001    0.000 types.py:513(format_constant)
       24    0.000    0.000    0.001    0.000 typing.py:1575(__getitem__)
       15    0.001    0.000    0.001    0.000 typing.py:1994(__init_subclass__)
       52    0.000    0.000    0.001    0.000 cloudpickle.py:1307(reducer_override)
      800    0.001    0.000    0.001    0.000 __init__.py:970(<lambda>)
 3121/738    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
     2970    0.001    0.000    0.001    0.000 templates.py:268(__init__)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
      147    0.000    0.000    0.001    0.000 static_binop.py:14(match)
     4152    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
     8398    0.001    0.000    0.001    0.000 ir.py:276(__contains__)
        1    0.000    0.000    0.001    0.001 typeref.py:1(<module>)
        7    0.000    0.000    0.001    0.000 core.py:1453(__radd__)
      139    0.001    0.000    0.001    0.000 ir.py:425(call)
      276    0.001    0.000    0.001    0.000 lowering.py:751(try_static_impl)
       36    0.000    0.000    0.001    0.000 controlflow.py:715(__eq__)
       66    0.000    0.000    0.001    0.000 core.py:4486(__init__)
       58    0.000    0.000    0.001    0.000 funcdesc.py:87(lookup_module)
    10743    0.001    0.000    0.001    0.000 inspect.py:2792(name)
        1    0.000    0.000    0.001    0.001 _scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:603(make_html_tags)
       25    0.000    0.000    0.001    0.000 misc.py:303(get_call_type)
        1    0.000    0.000    0.001    0.001 helpers.py:545(_makeTags)
      677    0.001    0.000    0.001    0.000 ffi.py:273(__del__)
        1    0.000    0.000    0.001    0.001 builder.py:189(IRBuilder)
        1    0.000    0.000    0.001    0.001 cyaml.py:1(<module>)
      156    0.001    0.000    0.001    0.000 byteflow.py:1972(adapt_state_infos)
       66    0.000    0.000    0.001    0.000 typeinfer.py:1030(seed_type)
        5    0.000    0.000    0.001    0.000 overloads.py:177(register_reflected_overload)
       45    0.000    0.000    0.001    0.000 compiler_machinery.py:419(make_festive)
        7    0.000    0.000    0.001    0.000 arrayobj.py:3367(make_nditer_cls)
       85    0.000    0.000    0.001    0.000 templates.py:84(__hash__)
     2727    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     3438    0.001    0.000    0.001    0.000 abstract.py:118(__str__)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
        2    0.000    0.000    0.001    0.001 boxing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:165(_define_nrt_unresolved_abort)
     6669    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      750    0.001    0.000    0.001    0.000 __init__.py:228(matches)
      385    0.001    0.000    0.001    0.000 _parser.py:372(_escape)
       36    0.001    0.000    0.001    0.000 untyped_passes.py:589(run_pass)
        1    0.000    0.000    0.001    0.001 imputils.py:1(<module>)
       16    0.000    0.000    0.001    0.000 typing.py:747(Optional)
       25    0.000    0.000    0.001    0.000 base.py:336(nrt)
       36    0.001    0.000    0.001    0.000 byteflow.py:271(apply_changes)
        4    0.000    0.000    0.001    0.000 models.py:589(from_data)
      913    0.001    0.000    0.001    0.000 values.py:870(add)
     3173    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      149    0.000    0.000    0.001    0.000 instructions.py:422(descr)
      364    0.001    0.000    0.001    0.000 <frozen genericpath>:133(_splitext)
      830    0.001    0.000    0.001    0.000 enum.py:79(_is_private)
       99    0.000    0.000    0.001    0.000 enum.py:967(_get_mixins_)
     1263    0.001    0.000    0.001    0.000 interpreter.py:82(get_assignment_source)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       67    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
        4    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.001    0.001 itanium_mangler.py:1(<module>)
       25    0.000    0.000    0.001    0.000 misc.py:306(get_call_signatures)
        2    0.000    0.000    0.001    0.001 fromnumeric.py:3385(mean)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
      975    0.001    0.000    0.001    0.000 ir.py:1179(get)
       90    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.001    0.001 c_ast.py:1(<module>)
     1680    0.001    0.000    0.001    0.000 analysis.py:182(<genexpr>)
      235    0.001    0.000    0.001    0.000 instructions.py:237(descr)
       86    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
       65    0.001    0.000    0.001    0.000 common.py:49(__init__)
    21/20    0.000    0.000    0.001    0.000 models.py:518(__init__)
     1006    0.001    0.000    0.001    0.000 byteflow.py:1718(advance_pc)
       12    0.000    0.000    0.001    0.000 removerefctpass.py:23(_rewrite_function)
      732    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
      473    0.001    0.000    0.001    0.000 __init__.py:745(__getitem__)
       52    0.000    0.000    0.001    0.000 cloudpickle.py:1042(_class_reduce)
        2    0.001    0.000    0.001    0.001 _methods.py:101(_mean)
       73    0.000    0.000    0.001    0.000 byteflow.py:478(op_LOAD_ATTR)
     1600    0.001    0.000    0.001    0.000 ir.py:1115(is_temp)
        1    0.000    0.000    0.001    0.001 typeinfer.py:1(<module>)
      237    0.001    0.000    0.001    0.000 ir.py:1045(__str__)
        1    0.000    0.000    0.001    0.001 plistlib.py:1(<module>)
     1058    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
      121    0.000    0.000    0.001    0.000 extending.py:325(__init__)
     1146    0.001    0.000    0.001    0.000 bytecode.py:163(_unpack_opargs)
        9    0.000    0.000    0.001    0.000 npyimpl.py:708(__init__)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      224    0.001    0.000    0.001    0.000 <frozen genericpath>:81(commonprefix)
       38    0.001    0.000    0.001    0.000 __init__.py:521(string_at)
      147    0.000    0.000    0.001    0.000 static_getitem.py:103(match)
        2    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
      782    0.001    0.000    0.001    0.000 pathlib.py:1164(__new__)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:188(_try_enable_svml)
     1224    0.001    0.000    0.001    0.000 context.py:545(insert_function)
       36    0.001    0.000    0.001    0.000 byteflow.py:225(get_used_phis_per_state)
       52    0.000    0.000    0.001    0.000 values.py:484(literal_struct)
     6004    0.001    0.000    0.001    0.000 ir.py:1112(__str__)
      800    0.001    0.000    0.001    0.000 enum.py:785(__delattr__)
     1448    0.001    0.000    0.001    0.000 {method 'clear' of 'frame' objects}
     4660    0.001    0.000    0.001    0.000 artist.py:1565(<genexpr>)
      428    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      364    0.001    0.000    0.001    0.000 __init__.py:314(_from_text)
      275    0.001    0.000    0.001    0.000 _parser.py:86(opengroup)
       45    0.000    0.000    0.001    0.000 byteflow.py:792(_op_POP_JUMP_IF)
       72    0.001    0.000    0.001    0.000 inline_closurecall.py:310(__init__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 font_manager.py:975(json_load)
       36    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
      375    0.001    0.000    0.001    0.000 __init__.py:447(_make)
      905    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       12    0.000    0.000    0.001    0.000 typing.py:1589(copy_with)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
   170/82    0.001    0.000    0.001    0.000 ir_utils.py:2185(resolve_mod)
      355    0.001    0.000    0.001    0.000 _compiler.py:216(_compile_charset)
       28    0.001    0.000    0.001    0.000 ffi.py:10(_make_opaque_ref)
       36    0.000    0.000    0.001    0.000 interpreter.py:760(peep_hole_list_to_tuple)
        1    0.000    0.000    0.001    0.001 npyimpl.py:802(register_ufuncs)
      586    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 __init__.py:809(copy)
       85    0.000    0.000    0.001    0.000 dispatcher.py:282(nopython_signatures)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
      630    0.001    0.000    0.001    0.000 functions.py:65(__init__)
     2210    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      333    0.000    0.000    0.001    0.000 target_extension.py:71(resolve_target_str)
        2    0.000    0.000    0.001    0.001 listobj.py:150(__init__)
      371    0.001    0.000    0.001    0.000 interpreter.py:62(assign)
      542    0.001    0.000    0.001    0.000 npydecl.py:185(ufunc)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:72(AnsiToWin32)
       33    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
        5    0.000    0.000    0.001    0.000 arrayobj.py:2864(array_ctypes_to_pointer)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
       18    0.000    0.000    0.001    0.000 imputils.py:271(set_valid)
      147    0.001    0.000    0.001    0.000 byteflow.py:1840(fork)
        1    0.000    0.000    0.001    0.001 dylib.py:23(load_library_permanently)
        8    0.000    0.000    0.001    0.000 _version.py:55(__init__)
     4146    0.001    0.000    0.001    0.000 ansitowin32.py:121(should_wrap)
       90    0.001    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
       69    0.001    0.000    0.001    0.000 _compiler.py:386(_mk_bitmap)
     1138    0.001    0.000    0.001    0.000 {built-in method builtins.print}
     3904    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
       21    0.000    0.000    0.001    0.000 base.py:994(make_data_helper)
        2    0.000    0.000    0.001    0.001 __init__.py:299(loads)
       62    0.000    0.000    0.001    0.000 functions.py:559(get_overload)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       36    0.000    0.000    0.001    0.000 ir_utils.py:2221(enforce_no_phis)
       79    0.001    0.000    0.001    0.000 context.py:135(__init__)
     2664    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
      375    0.000    0.000    0.001    0.000 __init__.py:196(__init__)
       36    0.001    0.000    0.001    0.000 {built-in method zlib.compressobj}
     1048    0.001    0.000    0.001    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
     3529    0.001    0.000    0.001    0.000 abstract.py:93(__init__)
     2154    0.001    0.000    0.001    0.000 abstract.py:115(__repr__)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        2    0.000    0.000    0.001    0.001 decoder.py:332(decode)
     1048    0.001    0.000    0.001    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.001    0.001 function_type.py:1(<module>)
       30    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
     2328    0.001    0.000    0.001    0.000 types.py:206(__new__)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
     2073    0.001    0.000    0.001    0.000 initialise.py:104(reinit)
       52    0.000    0.000    0.001    0.000 cloudpickle.py:242(_should_pickle_by_reference)
        1    0.000    0.000    0.001    0.001 values.py:84(_ConstOpMixin)
      126    0.001    0.000    0.001    0.000 transforms.py:293(has_multiple_backedges)
       55    0.000    0.000    0.001    0.000 templates.py:715(_get_jit_decorator)
      111    0.000    0.000    0.001    0.000 base.py:463(get_argument_type)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
        2    0.000    0.000    0.001    0.001 decoder.py:343(raw_decode)
       12    0.000    0.000    0.001    0.000 transforms.py:10(visit_Function)
      692    0.001    0.000    0.001    0.000 ir.py:1308(prepend)
     4146    0.001    0.000    0.001    0.000 ansitowin32.py:22(__init__)
     1464    0.001    0.000    0.001    0.000 typeinfer.py:525(<genexpr>)
        1    0.000    0.000    0.001    0.001 _adapters.py:40(CompatibilityFiles)
       60    0.000    0.000    0.001    0.000 __init__.py:833(_open_file_or_url)
      552    0.001    0.000    0.001    0.000 typeinfer.py:1118(propagate_refined_type)
        3    0.000    0.000    0.001    0.000 listobj.py:34(get_itemsize)
      751    0.001    0.000    0.001    0.000 copyreg.py:98(__newobj__)
     3540    0.001    0.000    0.001    0.000 debuginfo.py:16(suspend_emission)
        8    0.000    0.000    0.001    0.000 core.py:2886(_generateDefaultName)
     2073    0.001    0.000    0.001    0.000 initialise.py:65(deinit)
       12    0.000    0.000    0.001    0.000 interpreter.py:2610(op_FOR_ITER)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1814(Parser)
        2    0.000    0.000    0.001    0.001 arrayobj.py:2010(_attempt_nocopy_reshape)
     1562    0.001    0.000    0.001    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.001    0.001 config.py:205(process_environ)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4437(codegen)
       36    0.000    0.000    0.001    0.000 context.py:94(match)
       36    0.001    0.000    0.001    0.000 typeinfer.py:965(__init__)
        1    0.000    0.000    0.001    0.001 decorator.py:215(decorator)
      209    0.000    0.000    0.001    0.000 base.py:803(get_dummy_value)
     6014    0.001    0.000    0.001    0.000 multiarray.py:503(can_cast)
       15    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       25    0.000    0.000    0.001    0.000 ast.py:34(parse)
     1318    0.001    0.000    0.001    0.000 numpy_support.py:384(<genexpr>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
        1    0.001    0.001    0.001    0.001 array_analysis.py:1076(ArrayAnalysis)
      174    0.000    0.000    0.001    0.000 event.py:195(unregister)
       11    0.000    0.000    0.001    0.000 core.py:2887(charsAsStr)
      163    0.000    0.000    0.001    0.000 transforms.py:15(visit_BasicBlock)
      148    0.001    0.000    0.001    0.000 bytecode.py:97(get_jump_target)
        3    0.000    0.000    0.001    0.000 array_exprs.py:343(_fix_invalid_lineno_ranges)
        1    0.000    0.000    0.001    0.001 yacc.py:1(<module>)
2444/2439    0.001    0.000    0.001    0.000 models.py:533(get_value_type)
     3143    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       53    0.000    0.000    0.001    0.000 instructions.py:575(descr)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.001    0.000 callwrapper.py:197(get_env)
       36    0.001    0.000    0.001    0.000 interpreter.py:1490(_legalize_exception_vars)
      573    0.001    0.000    0.001    0.000 ufunc_db.py:34(get_ufunc_info)
      152    0.000    0.000    0.001    0.000 builtins.py:358(constant_dummy)
      230    0.000    0.000    0.001    0.000 functions.py:274(get_impl_key)
       20    0.000    0.000    0.001    0.000 containers.py:303(__new__)
      840    0.001    0.000    0.001    0.000 {built-in method _imp.find_frozen}
      916    0.001    0.000    0.001    0.000 ir.py:722(__str__)
      149    0.000    0.000    0.001    0.000 sigutils.py:22(normalize_signature)
        3    0.000    0.000    0.001    0.000 enum.py:863(_create_)
      127    0.000    0.000    0.001    0.000 values.py:665(__init__)
        2    0.000    0.000    0.001    0.000 numbers.py:629(real_div_impl)
        4    0.000    0.000    0.001    0.000 lowering.py:853(default_handler)
        6    0.000    0.000    0.001    0.000 models.py:873(__init__)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
      792    0.001    0.000    0.001    0.000 __init__.py:694(_get)
      156    0.001    0.000    0.001    0.000 interpreter.py:1726(_insert_outgoing_phis)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
      145    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.001    0.001 decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
     1050    0.001    0.000    0.001    0.000 imputils.py:37(decorate)
       99    0.001    0.000    0.001    0.000 enum.py:1008(_find_data_type_)
     1006    0.001    0.000    0.001    0.000 byteflow.py:1926(is_in_exception)
        1    0.000    0.000    0.001    0.001 _base.py:537(_AxesBase)
      936    0.001    0.000    0.001    0.000 compiler_machinery.py:69(analysis)
       77    0.000    0.000    0.001    0.000 base.py:975(get_helper_class)
       88    0.000    0.000    0.001    0.000 byteflow.py:473(op_LOAD_CONST)
       36    0.000    0.000    0.001    0.000 context.py:76(finditer)
       19    0.000    0.000    0.001    0.000 core.py:269(_trim_arity)
        1    0.000    0.000    0.001    0.001 markers.py:150(MarkerStyle)
       84    0.000    0.000    0.001    0.000 byteflow.py:521(op_STORE_FAST)
      729    0.001    0.000    0.001    0.000 targetconfig.py:72(top)
        1    0.000    0.000    0.001    0.001 artist.py:1415(ArtistInspector)
      156    0.001    0.000    0.001    0.000 interpreter.py:800(find_postive_region)
      174    0.000    0.000    0.001    0.000 event.py:182(register)
       35    0.000    0.000    0.001    0.000 base.py:518(get_constant_undef)
       62    0.000    0.000    0.001    0.000 byteflow.py:1429(op_BINARY_OP)
      364    0.001    0.000    0.001    0.000 _collections.py:20(__missing__)
       37    0.000    0.000    0.001    0.000 transforms.py:1334(__init_subclass__)
     1464    0.001    0.000    0.001    0.000 ir.py:389(__setattr__)
      105    0.000    0.000    0.001    0.000 __init__.py:335(wrapper)
      223    0.001    0.000    0.001    0.000 ir.py:144(count_spaces)
       12    0.000    0.000    0.001    0.000 arraydecl.py:221(generic)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       72    0.000    0.000    0.001    0.000 controlflow.py:73(__ne__)
       70    0.000    0.000    0.001    0.000 typing.py:1481(<genexpr>)
       34    0.000    0.000    0.001    0.000 interpreter.py:2908(op_COMPARE_OP)
      414    0.001    0.000    0.001    0.000 function_base.py:348(iterable)
       47    0.000    0.000    0.001    0.000 containers.py:170(_make_homogeneous_tuple)
        2    0.000    0.000    0.001    0.000 typeconv.py:90(safe)
     4742    0.001    0.000    0.001    0.000 models.py:132(has_nrt_meminfo)
      348    0.000    0.000    0.001    0.000 typing.py:1205(__getattr__)
     1464    0.001    0.000    0.001    0.000 typeinfer.py:528(<genexpr>)
        1    0.000    0.000    0.001    0.001 targets.py:1(<module>)
     1309    0.001    0.000    0.001    0.000 warnings.py:458(__init__)
      344    0.001    0.000    0.001    0.000 module.py:52(__init__)
       16    0.000    0.000    0.001    0.000 npytypes.py:470(copy)
       14    0.000    0.000    0.001    0.000 inline_closurecall.py:1032(_inline_arraycall)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
      474    0.000    0.000    0.001    0.000 utils.py:758(get_hashable_key)
       34    0.000    0.000    0.001    0.000 cgutils.py:455(is_not_null)
      574    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      147    0.000    0.000    0.001    0.000 typing.py:1636(__hash__)
        2    0.000    0.000    0.001    0.000 tupleobj.py:377(tuple_to_tuple)
     1590    0.001    0.000    0.001    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.001    0.001 rangeobj.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typeconv.py:1(<module>)
      649    0.001    0.000    0.001    0.000 cffi_utils.py:29(is_ffi_instance)
      147    0.000    0.000    0.001    0.000 ir_print.py:59(match)
        8    0.000    0.000    0.001    0.000 deprecation.py:319(delete_parameter)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
     4517    0.001    0.000    0.001    0.000 containers.py:243(key)
      210    0.000    0.000    0.001    0.000 inspect.py:2026(_signature_get_user_defined_method)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      550    0.001    0.000    0.001    0.000 templates.py:280(get_impl_key)
       67    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
      148    0.001    0.000    0.001    0.000 dispatcher.py:676(__repr__)
  358/314    0.000    0.000    0.001    0.000 models.py:457(get_argument_type)
      447    0.001    0.000    0.001    0.000 types.py:455(__eq__)
       83    0.001    0.000    0.001    0.000 typeinfer.py:1014(_get_return_vars)
        6    0.000    0.000    0.001    0.000 __init__.py:695(mtime)
       60    0.000    0.000    0.001    0.000 cgutils.py:208(_getvalue)
       53    0.000    0.000    0.001    0.000 builder.py:989(phi)
      156    0.000    0.000    0.001    0.000 controlflow.py:279(in_loops)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
     1146    0.001    0.000    0.001    0.000 bytecode.py:139(__repr__)
       62    0.000    0.000    0.001    0.000 dispatcher.py:329(get_overload)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
      206    0.000    0.000    0.001    0.000 ffi.py:280(__str__)
        1    0.000    0.000    0.001    0.001 _linalg.py:1(<module>)
      671    0.000    0.000    0.001    0.000 enum.py:38(_is_descriptor)
      120    0.000    0.000    0.001    0.000 font_manager.py:934(_json_decode)
     3024    0.001    0.000    0.001    0.000 context.py:27(astuple)
        1    0.000    0.000    0.001    0.001 target_extension.py:1(<module>)
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
       48    0.000    0.000    0.001    0.000 functools.py:516(decorating_function)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:27(_parse_docstrings)
   134/34    0.000    0.000    0.001    0.000 core.py:1913(__str__)
     8169    0.001    0.000    0.001    0.000 inspect.py:2804(kind)
      736    0.001    0.000    0.001    0.000 ir.py:1267(__init__)
      213    0.000    0.000    0.001    0.000 typeinfer.py:87(lock)
       66    0.000    0.000    0.001    0.000 base.py:469(get_data_type)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
       52    0.001    0.000    0.001    0.000 cloudpickle.py:1270(__init__)
       29    0.000    0.000    0.001    0.000 core.py:5618(__init__)
        2    0.000    0.000    0.001    0.000 abc.py:1(<module>)
       16    0.000    0.000    0.001    0.000 core.py:1569(__or__)
      866    0.001    0.000    0.001    0.000 builder.py:173(_label_suffix)
   200/41    0.000    0.000    0.001    0.000 ir_utils.py:457(visit_vars_inner)
     2419    0.001    0.000    0.001    0.000 lowering.py:310(debug_print)
     1872    0.001    0.000    0.001    0.000 compiler_machinery.py:280(debug_print)
     1050    0.001    0.000    0.001    0.000 imputils.py:28(lower)
     3081    0.001    0.000    0.001    0.000 context.py:22(__init__)
      613    0.001    0.000    0.001    0.000 builder.py:211(module)
       29    0.000    0.000    0.001    0.000 abstract.py:177(__call__)
        1    0.000    0.000    0.001    0.001 ndarray.py:1(<module>)
      132    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
      247    0.001    0.000    0.001    0.000 _parser.py:449(_uniq)
     1025    0.001    0.000    0.001    0.000 targetconfig.py:201(is_set)
       13    0.000    0.000    0.001    0.000 npytypes.py:361(yield_type)
       32    0.000    0.000    0.001    0.000 ir_utils.py:387(replace_vars_inner)
       36    0.000    0.000    0.001    0.000 compiler.py:294(compile_result)
        1    0.000    0.000    0.001    0.001 castgraph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4274(codegen)
    91/90    0.000    0.000    0.001    0.000 types.py:556(_to_string)
        1    0.000    0.000    0.001    0.001 setdecl.py:1(<module>)
      749    0.001    0.000    0.001    0.000 {built-in method _ctypes.byref}
       70    0.000    0.000    0.001    0.000 functools.py:850(register)
        1    0.000    0.000    0.001    0.001 context.py:45(wrap)
        5    0.000    0.000    0.001    0.000 listobj.py:44(size)
      228    0.001    0.000    0.001    0.000 context.py:13(__init__)
      100    0.000    0.000    0.001    0.000 builtins.py:957(generic)
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
        1    0.000    0.000    0.001    0.001 figure.py:118(FigureBase)
       71    0.000    0.000    0.001    0.000 utils.py:628(unified_function_type)
      919    0.000    0.000    0.001    0.000 byteflow.py:1757(pop)
        1    0.000    0.000    0.001    0.001 lgmres.py:1(<module>)
       36    0.000    0.000    0.001    0.000 untyped_passes.py:1805(run_pass)
     10/4    0.000    0.000    0.001    0.000 core.py:4226(streamline)
        4    0.000    0.000    0.001    0.000 warnings.py:133(filterwarnings)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        6    0.000    0.000    0.001    0.000 tokenize.py:352(detect_encoding)
     3580    0.001    0.000    0.001    0.000 models.py:89(traverse)
       36    0.000    0.000    0.001    0.000 byteflow.py:236(find_use_defs)
      843    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
  282/263    0.001    0.000    0.001    0.000 _compiler.py:436(_get_literal_prefix)
      823    0.001    0.000    0.001    0.000 itanium_mangler.py:84(_fix_lead_digit)
        1    0.000    0.000    0.001    0.001 wrappers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
       16    0.000    0.000    0.001    0.000 base.py:1001(make_array)
       16    0.000    0.000    0.001    0.000 consts.py:89(_infer_call)
        7    0.000    0.000    0.001    0.000 dispatcher.py:679(typeof_pyval)
       25    0.000    0.000    0.001    0.000 typeinfer.py:448(__call__)
        1    0.000    0.000    0.001    0.001 listobj.py:106(guard_index)
     1017    0.000    0.000    0.001    0.000 byteflow.py:1753(push)
